record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index
5430,aus,australia,oceania,high,2021-10-10,2021,10,40,-25.27,133.77,26,4.44,-0.51,34.1,0,0,0,0,38.2,75.0,60.7,28.2,6.4,13.6,0.0,75.4,49031.0,64.9,95.6
5431,aus,australia,oceania,high,2021-10-17,2021,10,41,-25.27,133.77,26,3.25,-0.26,27.3,0,0,0,0,62.6,96.0,75.6,28.0,3.3,9.3,0.0,74.3,49031.0,74.8,100.0
5432,aus,australia,oceania,high,2021-10-24,2021,10,42,-25.27,133.77,26,2.4,-0.59,59.3,0,0,0,0,45.8,68.0,82.8,28.1,9.6,22.0,0.0,73.3,49031.0,62.8,94.1
5433,aus,australia,oceania,high,2021-10-31,2021,10,43,-25.27,133.77,26,3.62,-0.95,107.2,0,0,0,0,45.9,49.0,61.1,32.5,4.9,16.3,0.0,75.4,49031.0,69.4,99.4
5434,aus,australia,oceania,high,2021-11-07,2021,11,44,-25.27,133.77,26,3.73,0.27,66.0,0,0,0,0,70.2,88.0,60.9,27.0,11.5,13.9,0.0,76.8,49103.0,66.0,97.5
5435,aus,australia,oceania,high,2021-11-14,2021,11,45,-25.27,133.77,26,-0.21,0.82,72.1,0,0,0,0,53.0,92.0,54.2,28.4,5.0,22.0,0.0,74.4,49103.0,76.6,100.0
5436,aus,australia,oceania,high,2021-11-21,2021,11,46,-25.27,133.77,26,6.24,0.03,40.2,0,0,0,0,51.2,56.0,70.0,33.8,6.7,26.9,0.0,81.5,49103.0,72.8,100.0
5437,aus,australia,oceania,high,2021-11-28,2021,11,47,-25.27,133.77,26,8.21,0.43,61.8,0,0,0,0,53.4,82.0,74.0,37.0,1.2,15.3,0.0,77.5,49103.0,67.8,97.7
5438,aus,australia,oceania,high,2021-12-05,2021,12,48,-25.27,133.77,26,7.51,0.54,68.8,0,0,0,0,42.9,52.0,57.6,30.2,7.3,22.4,0.0,75.0,49174.0,72.7,97.1
5439,aus,australia,oceania,high,2021-12-12,2021,12,49,-25.27,133.77,26,4.01,-0.08,20.6,0,0,0,0,61.7,89.0,57.5,27.9,2.4,33.9,0.0,77.5,49174.0,75.2,95.2
5440,aus,australia,oceania,high,2021-12-19,2021,12,50,-25.27,133.77,26,8.35,0.06,65.9,0,0,0,0,53.0,100.0,54.6,21.4,2.5,20.3,0.0,75.4,49174.0,77.7,100.0
5441,aus,australia,oceania,high,2021-12-26,2021,12,51,-25.27,133.77,26,12.38,0.35,54.7,0,0,0,0,46.1,66.0,56.5,28.6,6.4,17.7,3.7,79.5,49174.0,69.0,97.2
5442,aus,australia,oceania,high,2022-01-02,2022,1,52,-25.27,133.77,26,8.6,0.26,36.0,0,0,0,0,39.8,40.0,78.1,32.0,3.7,11.0,0.0,72.4,49246.0,74.3,99.8
5443,aus,australia,oceania,high,2022-01-09,2022,1,1,-25.27,133.77,26,8.34,1.07,126.8,0,0,0,0,42.0,65.0,60.9,29.0,7.6,18.7,0.7,75.3,49246.0,68.0,99.8
5444,aus,australia,oceania,high,2022-01-16,2022,1,2,-25.27,133.77,26,12.29,0.54,74.8,0,0,0,0,95.5,135.0,80.0,39.6,9.4,22.0,6.3,79.6,49246.0,70.3,100.0
5445,aus,australia,oceania,high,2022-01-23,2022,1,3,-25.27,133.77,26,15.24,0.96,109.2,0,0,0,0,28.0,33.0,55.4,36.1,5.9,23.2,16.3,73.9,49246.0,68.9,93.5
5446,aus,australia,oceania,high,2022-01-30,2022,1,4,-25.27,133.77,26,16.7,-0.35,129.7,0,0,0,0,50.1,72.0,47.6,25.9,10.3,22.5,14.3,81.3,49246.0,72.7,100.0
5447,aus,australia,oceania,high,2022-02-06,2022,2,5,-25.27,133.77,26,14.16,0.44,118.0,0,0,0,0,39.1,56.0,77.8,33.5,1.3,5.1,13.4,78.0,49318.0,67.8,97.3
5448,aus,australia,oceania,high,2022-02-13,2022,2,6,-25.27,133.77,26,20.4,0.82,100.7,0,0,0,0,25.0,48.0,62.9,35.9,37.1,23.5,20.7,72.5,49318.0,68.8,97.4
5449,aus,australia,oceania,high,2022-02-20,2022,2,7,-25.27,133.77,26,18.63,-0.63,54.8,1,0,0,1,93.4,155.0,78.7,35.9,3.6,25.1,24.1,72.0,49318.0,72.2,98.3
5450,aus,australia,oceania,high,2022-02-27,2022,2,8,-25.27,133.77,26,15.39,-0.05,121.5,0,0,0,0,79.0,119.0,62.3,26.8,0.0,11.5,8.4,79.1,49318.0,66.0,94.6
5451,aus,australia,oceania,high,2022-03-06,2022,3,9,-25.27,133.77,26,18.93,-0.44,172.7,0,0,0,0,28.0,37.0,78.7,22.4,5.8,16.9,9.1,71.6,49390.0,62.3,100.0
5452,aus,australia,oceania,high,2022-03-13,2022,3,10,-25.27,133.77,26,15.08,0.56,138.9,0,0,0,0,0.0,3.0,44.5,31.8,8.2,18.3,13.8,81.8,49390.0,60.5,98.8
5453,aus,australia,oceania,high,2022-03-20,2022,3,11,-25.27,133.77,26,17.02,-0.4,141.9,0,0,0,0,49.2,52.0,66.7,24.9,3.7,28.2,12.0,72.9,49390.0,70.6,100.0
5454,aus,australia,oceania,high,2022-03-27,2022,3,12,-25.27,133.77,26,19.62,-0.08,81.4,0,0,0,0,13.9,29.0,61.4,29.2,4.0,17.1,16.0,69.5,49390.0,68.9,100.0
5455,aus,australia,oceania,high,2022-04-03,2022,4,13,-25.27,133.77,26,15.99,1.01,148.7,1,0,0,1,0.0,16.0,42.2,33.0,2.0,18.4,22.6,79.8,49462.0,75.8,91.1
5456,aus,australia,oceania,high,2022-04-10,2022,4,14,-25.27,133.77,26,18.26,0.03,192.5,0,0,0,0,64.0,69.0,86.4,30.2,1.0,25.9,23.4,77.1,49462.0,70.4,100.0
5457,aus,australia,oceania,high,2022-04-17,2022,4,15,-25.27,133.77,26,17.5,0.97,110.9,0,0,0,0,71.5,86.0,84.3,37.1,3.5,23.4,22.7,74.1,49462.0,73.9,100.0
5458,aus,australia,oceania,high,2022-04-24,2022,4,16,-25.27,133.77,26,19.32,-0.58,173.8,0,0,0,0,0.0,-8.0,47.4,28.2,4.9,16.5,24.8,77.3,49462.0,61.5,100.0
5459,aus,australia,oceania,high,2022-05-01,2022,5,17,-25.27,133.77,26,16.95,0.46,94.8,0,0,0,0,21.8,40.0,54.1,39.2,0.7,23.3,19.2,83.7,49534.0,68.6,99.2
5460,aus,australia,oceania,high,2022-05-08,2022,5,18,-25.27,133.77,26,16.5,0.55,141.6,0,0,0,0,49.1,73.0,59.6,30.0,5.8,24.5,18.2,75.9,49534.0,63.1,100.0
5461,aus,australia,oceania,high,2022-05-15,2022,5,19,-25.27,133.77,26,14.65,0.33,132.8,0,0,0,0,2.6,7.0,34.6,35.6,1.7,20.6,7.8,72.6,49534.0,67.1,88.0
5462,aus,australia,oceania,high,2022-05-22,2022,5,20,-25.27,133.77,26,14.97,-0.32,96.1,0,0,0,0,34.4,39.0,62.7,21.6,5.0,18.1,5.5,72.9,49534.0,64.1,100.0
5463,aus,australia,oceania,high,2022-05-29,2022,5,21,-25.27,133.77,26,12.82,0.73,105.8,0,0,0,0,44.6,54.0,61.4,43.9,8.3,14.4,4.2,73.6,49534.0,57.0,100.0
5464,aus,australia,oceania,high,2022-06-05,2022,6,22,-25.27,133.77,26,14.44,0.14,85.5,0,0,0,0,36.8,52.0,49.5,34.9,5.2,25.8,1.2,75.4,49606.0,74.8,95.2
5465,aus,australia,oceania,high,2022-06-12,2022,6,23,-25.27,133.77,26,14.67,0.71,138.7,0,0,0,0,31.3,43.0,73.1,36.9,5.7,9.4,8.1,74.3,49606.0,67.8,96.7
5466,aus,australia,oceania,high,2022-06-19,2022,6,24,-25.27,133.77,26,10.91,0.89,116.6,0,0,0,0,48.1,77.0,54.2,37.1,6.7,19.7,0.0,78.0,49606.0,77.2,97.3
5467,aus,australia,oceania,high,2022-06-26,2022,6,25,-25.27,133.77,26,12.37,-0.6,129.5,0,0,0,0,2.2,1.0,65.2,20.9,4.0,23.7,11.3,76.1,49606.0,63.4,92.6
5468,aus,australia,oceania,high,2022-07-03,2022,7,26,-25.27,133.77,26,11.01,0.08,79.2,0,0,0,0,39.8,62.0,65.4,33.2,9.8,21.5,5.7,77.8,49678.0,73.9,100.0
5469,aus,australia,oceania,high,2022-07-10,2022,7,27,-25.27,133.77,26,12.12,-0.81,71.6,0,0,0,0,53.7,71.0,80.4,15.7,3.9,11.0,2.5,83.6,49678.0,66.0,99.5
5470,aus,australia,oceania,high,2022-07-17,2022,7,28,-25.27,133.77,26,10.56,-0.54,83.6,0,0,0,0,30.5,59.0,67.0,34.3,9.8,24.8,0.7,77.9,49678.0,69.1,91.4
5471,aus,australia,oceania,high,2022-07-24,2022,7,29,-25.27,133.77,26,7.89,-0.73,98.9,0,0,0,0,33.2,34.0,62.0,19.2,2.9,15.3,0.0,79.3,49678.0,64.8,96.9
5472,aus,australia,oceania,high,2022-07-31,2022,7,30,-25.27,133.77,26,4.02,-0.19,29.6,0,0,0,0,51.7,79.0,64.1,35.8,7.1,24.8,0.0,74.6,49678.0,71.7,92.8
5473,aus,australia,oceania,high,2022-08-07,2022,8,31,-25.27,133.77,26,5.95,-0.29,32.8,0,0,0,0,64.2,85.0,78.9,27.5,4.5,20.9,0.0,68.6,49750.0,71.4,93.4
5474,aus,australia,oceania,high,2022-08-14,2022,8,32,-25.27,133.77,26,1.72,-0.07,67.5,0,0,0,0,100.5,142.0,73.6,31.3,5.7,20.9,0.0,76.6,49750.0,60.1,99.0
5475,aus,australia,oceania,high,2022-08-21,2022,8,33,-25.27,133.77,26,0.7,0.44,71.3,0,0,0,0,59.7,83.0,70.1,27.7,0.8,19.2,0.0,74.3,49750.0,69.3,97.8
5476,aus,australia,oceania,high,2022-08-28,2022,8,34,-25.27,133.77,26,7.19,-0.15,52.9,0,0,0,0,44.6,81.0,60.0,22.9,6.2,12.1,0.0,75.7,49750.0,67.4,95.7
5477,aus,australia,oceania,high,2022-09-04,2022,9,35,-25.27,133.77,26,1.97,0.22,23.8,0,0,0,0,66.1,81.0,54.5,30.9,1.1,19.2,0.0,72.0,49821.0,69.6,96.8
5478,aus,australia,oceania,high,2022-09-11,2022,9,36,-25.27,133.77,26,1.04,-0.31,23.3,0,0,0,0,115.3,202.0,103.7,22.4,10.3,16.1,0.0,81.7,49821.0,72.2,93.1
5479,aus,australia,oceania,high,2022-09-18,2022,9,37,-25.27,133.77,26,5.41,-0.38,50.7,0,0,0,0,1.4,-4.0,46.5,26.1,9.8,13.0,0.0,74.1,49821.0,73.8,91.4
5480,aus,australia,oceania,high,2022-09-25,2022,9,38,-25.27,133.77,26,4.26,0.83,27.2,0,0,0,0,79.6,124.0,63.6,30.8,0.0,20.3,0.0,68.9,49821.0,65.4,93.8
5481,aus,australia,oceania,high,2022-10-02,2022,10,39,-25.27,133.77,26,2.9,0.73,37.5,0,0,0,0,34.7,39.0,55.1,37.4,3.5,14.2,0.0,74.2,49893.0,63.8,92.5
5482,aus,australia,oceania,high,2022-10-09,2022,10,40,-25.27,133.77,26,2.3,-0.02,24.1,0,0,0,0,80.0,119.0,85.9,38.1,6.6,18.2,0.0,79.1,49893.0,57.4,90.3
5483,aus,australia,oceania,high,2022-10-16,2022,10,41,-25.27,133.77,26,7.22,0.5,46.9,0,0,0,0,39.0,67.0,73.3,36.2,5.2,24.8,0.0,73.9,49893.0,72.6,100.0
5484,aus,australia,oceania,high,2022-10-23,2022,10,42,-25.27,133.77,26,2.53,0.21,6.9,0,0,0,0,53.3,96.0,76.7,34.9,2.3,26.4,0.0,77.4,49893.0,75.9,99.6
5485,aus,australia,oceania,high,2022-10-30,2022,10,43,-25.27,133.77,26,2.2,-0.88,102.6,0,0,0,0,49.0,67.0,69.7,23.6,2.4,16.3,0.0,80.3,49893.0,67.2,99.0
5486,aus,australia,oceania,high,2022-11-06,2022,11,44,-25.27,133.77,26,4.21,0.07,0.0,0,0,0,0,72.0,112.0,65.7,32.2,1.9,17.2,0.0,78.1,49965.0,73.2,98.0
5487,aus,australia,oceania,high,2022-11-13,2022,11,45,-25.27,133.77,26,2.5,0.3,37.0,0,0,0,0,38.1,55.0,55.4,32.2,6.2,18.3,0.0,77.9,49965.0,65.7,92.6
5488,aus,australia,oceania,high,2022-11-20,2022,11,46,-25.27,133.77,26,3.35,-0.09,79.2,0,0,0,0,24.6,40.0,51.2,27.2,1.5,17.0,0.0,83.3,49965.0,65.2,94.4
5489,aus,australia,oceania,high,2022-11-27,2022,11,47,-25.27,133.77,26,6.09,0.33,39.1,0,0,0,0,78.2,135.0,67.4,37.0,9.0,9.3,0.0,74.3,49965.0,66.2,100.0
5490,aus,australia,oceania,high,2022-12-04,2022,12,48,-25.27,133.77,26,7.63,-0.72,95.5,0,0,0,0,42.7,83.0,55.7,27.5,9.6,19.5,0.0,75.2,50037.0,73.5,90.3
5491,aus,australia,oceania,high,2022-12-11,2022,12,49,-25.27,133.77,26,9.57,-0.86,100.0,0,0,0,0,25.3,69.0,62.0,21.7,7.9,26.8,2.5,74.0,50037.0,67.8,100.0
5492,aus,australia,oceania,high,2022-12-18,2022,12,50,-25.27,133.77,26,10.37,-1.04,74.7,0,0,0,0,31.1,26.0,72.4,14.0,9.2,12.0,6.3,75.4,50037.0,66.1,88.3
5493,aus,australia,oceania,high,2022-12-25,2022,12,51,-25.27,133.77,26,10.3,-0.29,83.7,0,0,0,0,60.5,113.0,68.8,34.4,7.5,19.2,6.7,78.9,50037.0,74.5,97.2
5494,aus,australia,oceania,high,2023-01-01,2023,1,52,-25.27,133.77,26,10.68,0.44,137.2,0,0,0,0,12.5,23.0,54.0,36.1,3.6,16.8,1.4,68.8,50109.0,72.4,95.7
5495,aus,australia,oceania,high,2023-01-08,2023,1,1,-25.27,133.77,26,9.19,0.87,131.9,0,0,0,0,21.2,59.0,53.1,26.7,4.1,23.3,0.0,75.9,50109.0,73.0,99.4
5496,aus,australia,oceania,high,2023-01-15,2023,1,2,-25.27,133.77,26,13.6,0.78,95.7,0,0,0,0,55.6,62.0,80.6,31.2,2.4,24.1,5.6,73.1,50109.0,66.5,96.6
5497,aus,australia,oceania,high,2023-01-22,2023,1,3,-25.27,133.77,26,11.55,0.67,129.8,0,0,0,0,35.7,43.0,64.8,23.9,8.5,19.3,0.0,75.5,50109.0,77.4,98.2
5498,aus,australia,oceania,high,2023-01-29,2023,1,4,-25.27,133.77,26,17.93,-0.1,121.6,0,0,0,0,29.0,46.0,54.2,21.4,1.4,18.6,16.0,74.1,50109.0,67.1,91.2
5499,aus,australia,oceania,high,2023-02-05,2023,2,5,-25.27,133.77,26,14.71,-0.72,96.2,0,0,0,0,0.0,-16.0,60.3,21.1,9.7,19.1,17.5,76.3,50181.0,58.5,100.0
5500,aus,australia,oceania,high,2023-02-12,2023,2,6,-25.27,133.77,26,15.04,-0.26,100.7,0,0,0,0,76.7,136.0,69.6,33.7,9.3,19.6,7.1,73.0,50181.0,76.4,100.0
5501,aus,australia,oceania,high,2023-02-19,2023,2,7,-25.27,133.77,26,18.9,-0.35,121.7,2,0,0,2,15.3,-3.0,63.6,29.8,4.1,20.4,40.1,77.4,50181.0,73.9,96.4
5502,aus,australia,oceania,high,2023-02-26,2023,2,8,-25.27,133.77,26,14.79,-0.02,121.6,0,0,0,0,39.5,65.0,63.9,27.3,3.0,18.0,11.3,76.8,50181.0,71.1,100.0
5503,aus,australia,oceania,high,2023-03-05,2023,3,9,-25.27,133.77,26,17.06,-0.22,120.8,0,0,0,0,64.3,104.0,65.3,27.1,5.6,19.1,22.9,70.7,50253.0,65.3,100.0
5504,aus,australia,oceania,high,2023-03-12,2023,3,10,-25.27,133.77,26,18.28,0.6,160.8,0,0,0,0,53.4,98.0,63.8,23.2,1.8,19.2,9.8,76.5,50253.0,73.6,94.2
5505,aus,australia,oceania,high,2023-03-19,2023,3,11,-25.27,133.77,26,19.99,0.35,177.3,1,0,1,2,59.5,91.0,71.2,26.3,5.6,46.9,31.4,71.2,50253.0,63.4,93.4
5506,aus,australia,oceania,high,2023-03-26,2023,3,12,-25.27,133.77,26,19.2,0.66,116.1,0,0,0,0,41.3,58.0,71.9,34.9,6.8,10.5,17.9,76.4,50253.0,69.3,100.0
5507,aus,australia,oceania,high,2023-04-02,2023,4,13,-25.27,133.77,26,16.68,-0.19,149.4,1,0,0,1,15.6,29.0,54.3,23.9,6.7,23.8,16.9,74.1,50325.0,71.3,97.5
5508,aus,australia,oceania,high,2023-04-09,2023,4,14,-25.27,133.77,26,17.05,0.14,80.1,2,0,0,2,64.3,109.0,68.2,29.5,2.7,5.6,37.8,81.3,50325.0,68.6,100.0
5509,aus,australia,oceania,high,2023-04-16,2023,4,15,-25.27,133.77,26,19.09,-0.0,124.8,0,0,0,0,32.8,54.0,54.1,37.6,7.3,21.8,29.4,78.4,50325.0,65.1,98.2
5510,aus,australia,oceania,high,2023-04-23,2023,4,16,-25.27,133.77,26,15.32,-0.17,147.1,3,0,0,3,14.8,53.0,37.0,38.7,5.8,12.0,33.8,75.0,50325.0,58.9,99.8
5511,aus,australia,oceania,high,2023-04-30,2023,4,17,-25.27,133.77,26,13.15,0.25,119.5,0,0,0,0,88.8,146.0,52.8,28.6,8.3,11.5,2.8,81.5,50325.0,70.0,95.4
5512,aus,australia,oceania,high,2023-05-07,2023,5,18,-25.27,133.77,26,16.9,0.18,85.2,2,0,0,2,101.7,146.0,66.6,28.8,2.7,19.4,28.2,77.6,50397.0,77.8,96.7
5513,aus,australia,oceania,high,2023-05-14,2023,5,19,-25.27,133.77,26,12.86,-0.25,32.9,0,0,0,0,75.4,137.0,65.6,31.9,10.2,26.2,7.5,72.8,50397.0,72.4,96.3
5514,aus,australia,oceania,high,2023-05-21,2023,5,20,-25.27,133.77,26,18.3,0.47,112.4,1,0,0,1,0.0,-25.0,57.2,26.8,4.9,18.1,19.1,77.1,50397.0,67.0,100.0
5515,aus,australia,oceania,high,2023-05-28,2023,5,21,-25.27,133.77,26,14.16,0.84,80.1,0,0,0,0,27.3,13.0,71.5,35.5,0.0,12.0,10.3,73.6,50397.0,77.4,93.7
5516,aus,australia,oceania,high,2023-06-04,2023,6,22,-25.27,133.77,26,9.45,-0.4,113.6,0,0,0,0,27.8,55.0,47.0,33.2,1.0,24.0,0.0,71.4,50468.0,71.4,100.0
5517,aus,australia,oceania,high,2023-06-11,2023,6,23,-25.27,133.77,26,10.86,0.35,73.8,0,0,0,0,37.7,54.0,43.1,25.4,5.1,20.7,12.4,74.6,50468.0,66.5,98.1
5518,aus,australia,oceania,high,2023-06-18,2023,6,24,-25.27,133.77,26,11.99,1.25,115.9,0,0,0,0,41.7,50.0,51.2,40.8,6.0,11.0,8.4,72.1,50468.0,63.4,100.0
5519,aus,australia,oceania,high,2023-06-25,2023,6,25,-25.27,133.77,26,10.01,0.53,64.3,0,0,0,0,44.3,65.0,58.3,39.3,7.8,7.3,6.7,74.1,50468.0,67.1,100.0
5520,aus,australia,oceania,high,2023-07-02,2023,7,26,-25.27,133.77,26,8.43,0.01,106.2,0,0,0,0,29.4,47.0,63.2,27.4,11.0,18.2,0.0,75.9,50540.0,69.8,100.0
5521,aus,australia,oceania,high,2023-07-09,2023,7,27,-25.27,133.77,26,9.71,-0.01,98.5,0,0,0,0,0.0,7.0,48.5,37.7,5.6,17.1,3.2,79.9,50540.0,70.4,97.5
5522,aus,australia,oceania,high,2023-07-16,2023,7,28,-25.27,133.77,26,9.11,0.19,124.7,0,0,0,0,7.1,13.0,62.0,17.8,0.0,13.6,5.8,79.1,50540.0,76.0,100.0
5523,aus,australia,oceania,high,2023-07-23,2023,7,29,-25.27,133.77,26,7.65,0.77,59.5,0,0,0,0,32.3,76.0,58.5,36.8,9.5,18.0,0.0,81.6,50540.0,67.6,99.0
5524,aus,australia,oceania,high,2023-07-30,2023,7,30,-25.27,133.77,26,6.78,0.3,45.0,0,0,0,0,83.2,150.0,79.0,28.9,1.8,16.1,0.0,76.7,50540.0,73.5,88.0
5525,aus,australia,oceania,high,2023-08-06,2023,8,31,-25.27,133.77,26,4.67,0.76,72.1,0,0,0,0,24.2,33.0,65.6,33.7,0.0,19.1,0.0,77.4,50612.0,69.0,100.0
5526,aus,australia,oceania,high,2023-08-13,2023,8,32,-25.27,133.77,26,4.8,-0.28,50.5,0,0,0,0,36.4,66.0,58.1,30.5,4.7,20.0,0.0,75.0,50612.0,68.1,97.9
5527,aus,australia,oceania,high,2023-08-20,2023,8,33,-25.27,133.77,26,6.84,-0.7,75.0,0,0,0,0,86.4,123.0,73.7,22.0,8.3,23.7,0.0,78.8,50612.0,63.0,96.7
5528,aus,australia,oceania,high,2023-08-27,2023,8,34,-25.27,133.77,26,4.6,0.16,56.9,0,0,0,0,49.1,65.0,65.9,26.6,8.2,17.2,0.0,77.0,50612.0,60.8,95.6
5529,aus,australia,oceania,high,2023-09-03,2023,9,35,-25.27,133.77,26,-0.32,0.74,12.6,0,0,0,0,59.5,114.0,86.5,32.3,1.6,15.5,0.0,76.2,50684.0,63.0,100.0
5530,aus,australia,oceania,high,2023-09-10,2023,9,36,-25.27,133.77,26,3.23,0.37,83.9,0,0,0,0,59.1,93.0,70.2,22.0,5.5,22.7,0.0,74.5,50684.0,78.3,90.6
5531,aus,australia,oceania,high,2023-09-17,2023,9,37,-25.27,133.77,26,0.97,0.18,21.7,0,0,0,0,24.6,17.0,51.0,28.7,6.0,24.3,0.0,77.5,50684.0,72.6,92.2
5532,aus,australia,oceania,high,2023-09-24,2023,9,38,-25.27,133.77,26,-1.06,0.65,60.9,0,0,0,0,63.1,105.0,65.6,34.4,4.1,29.1,0.0,79.9,50684.0,66.3,100.0
5533,aus,australia,oceania,high,2023-10-01,2023,10,39,-25.27,133.77,26,5.81,-0.49,3.3,0,0,0,0,91.8,150.0,70.1,31.5,6.8,17.4,0.0,77.6,50756.0,70.9,90.2
5534,aus,australia,oceania,high,2023-10-08,2023,10,40,-25.27,133.77,26,3.02,-0.15,0.0,0,1,0,1,59.7,89.0,74.7,31.4,1.2,18.3,0.0,83.0,50756.0,58.8,86.0
5535,aus,australia,oceania,high,2023-10-15,2023,10,41,-25.27,133.77,26,5.19,0.57,0.0,0,0,0,0,55.0,68.0,70.3,36.0,7.3,19.3,0.0,81.7,50756.0,66.0,86.5
5536,aus,australia,oceania,high,2023-10-22,2023,10,42,-25.27,133.77,26,-2.71,0.06,0.0,0,1,0,1,62.4,72.0,54.0,24.7,4.9,25.4,0.0,73.3,50756.0,72.9,87.5
5537,aus,australia,oceania,high,2023-10-29,2023,10,43,-25.27,133.77,26,2.52,0.21,42.5,0,0,0,0,45.0,80.0,53.1,34.4,4.7,14.7,0.0,74.7,50756.0,56.3,100.0
5538,aus,australia,oceania,high,2023-11-05,2023,11,44,-25.27,133.77,26,2.03,-0.38,82.6,0,0,0,0,24.1,37.0,36.1,38.5,2.3,10.1,0.0,80.9,50828.0,67.8,99.1
5539,aus,australia,oceania,high,2023-11-12,2023,11,45,-25.27,133.77,26,2.06,-0.07,38.9,0,0,0,0,21.8,38.0,43.5,31.9,5.8,16.2,0.0,80.9,50828.0,65.4,100.0
5540,aus,australia,oceania,high,2023-11-19,2023,11,46,-25.27,133.77,26,3.45,-0.33,42.9,0,0,0,0,42.2,60.0,59.6,29.0,6.8,20.1,0.0,75.8,50828.0,75.6,94.8
5541,aus,australia,oceania,high,2023-11-26,2023,11,47,-25.27,133.77,26,5.83,0.75,45.5,0,0,0,0,97.4,135.0,70.8,25.9,5.6,16.1,0.0,78.6,50828.0,67.8,97.9
5542,aus,australia,oceania,high,2023-12-03,2023,12,48,-25.27,133.77,26,6.07,0.04,36.1,0,0,0,0,95.9,150.0,62.8,25.4,8.0,16.3,0.0,78.2,50900.0,69.8,95.1
5543,aus,australia,oceania,high,2023-12-10,2023,12,49,-25.27,133.77,26,6.58,0.22,39.9,0,0,0,0,0.0,-14.0,42.6,31.0,6.9,22.1,0.0,76.8,50900.0,64.9,95.2
5544,aus,australia,oceania,high,2023-12-17,2023,12,50,-25.27,133.77,26,11.91,1.69,51.9,0,0,0,0,21.5,14.0,46.9,44.4,7.2,9.3,0.0,79.8,50900.0,74.7,100.0
5545,aus,australia,oceania,high,2023-12-24,2023,12,51,-25.27,133.77,26,7.33,-0.21,84.2,0,0,0,0,63.0,102.0,50.2,30.0,6.3,22.9,0.0,73.2,50900.0,80.3,99.7
5546,aus,australia,oceania,high,2023-12-31,2023,12,52,-25.27,133.77,26,9.83,0.05,29.5,0,0,0,0,63.8,80.0,59.1,28.3,6.1,15.8,5.3,73.6,50900.0,69.5,100.0
5547,aus,australia,oceania,high,2024-01-07,2024,1,1,-25.27,133.77,26,11.67,0.41,92.9,0,0,0,0,40.2,73.0,49.7,33.5,2.0,16.8,5.0,81.7,50972.0,74.7,91.2
5548,aus,australia,oceania,high,2024-01-14,2024,1,2,-25.27,133.77,26,13.93,0.2,57.5,0,0,0,0,86.7,137.0,80.6,27.6,5.6,16.5,14.3,75.0,50972.0,76.2,97.3
5549,aus,australia,oceania,high,2024-01-21,2024,1,3,-25.27,133.77,26,14.43,0.51,59.2,0,0,0,0,40.9,94.0,62.2,33.7,6.6,16.9,13.0,71.7,50972.0,71.9,100.0
5550,aus,australia,oceania,high,2024-01-28,2024,1,4,-25.27,133.77,26,14.44,0.29,56.0,0,0,0,0,42.1,69.0,63.1,31.3,5.0,17.3,19.2,72.8,50972.0,71.6,99.6
5551,aus,australia,oceania,high,2024-02-04,2024,2,5,-25.27,133.77,26,13.92,-0.08,101.7,0,0,0,0,31.6,38.0,57.2,24.2,6.8,23.7,10.7,72.9,51044.0,74.3,100.0
5552,aus,australia,oceania,high,2024-02-11,2024,2,6,-25.27,133.77,26,18.3,0.62,49.2,0,0,0,0,26.1,33.0,65.0,37.4,0.0,19.9,14.3,76.2,51044.0,71.2,98.5
5553,aus,australia,oceania,high,2024-02-18,2024,2,7,-25.27,133.77,26,19.36,0.36,92.8,0,0,0,0,33.4,73.0,55.7,31.1,3.9,24.9,24.0,77.9,51044.0,66.3,98.6
5554,aus,australia,oceania,high,2024-02-25,2024,2,8,-25.27,133.77,26,18.54,-0.12,154.3,0,0,0,0,41.2,69.0,55.3,31.5,5.0,12.0,1.4,77.1,51044.0,80.2,97.4
5555,aus,australia,oceania,high,2024-03-03,2024,3,9,-25.27,133.77,26,15.04,-0.11,180.4,0,0,0,0,84.4,155.0,77.3,32.8,4.5,22.2,17.6,74.9,51115.0,72.6,91.9
5556,aus,australia,oceania,high,2024-03-10,2024,3,10,-25.27,133.77,26,19.04,0.15,101.0,0,0,0,0,64.8,83.0,73.5,26.0,7.1,20.4,20.2,69.9,51115.0,66.5,93.3
5557,aus,australia,oceania,high,2024-03-17,2024,3,11,-25.27,133.77,26,16.38,-0.03,133.0,0,0,0,0,0.0,12.0,55.0,26.2,3.5,18.0,11.9,74.2,51115.0,74.0,95.6
5558,aus,australia,oceania,high,2024-03-24,2024,3,12,-25.27,133.77,26,18.25,0.21,134.8,0,0,0,0,40.7,83.0,65.3,34.1,1.4,25.9,11.1,78.7,51115.0,69.1,100.0
5559,aus,australia,oceania,high,2024-03-31,2024,3,13,-25.27,133.77,26,16.83,0.1,137.4,1,0,0,1,60.6,89.0,59.4,35.8,2.9,14.2,22.5,72.9,51115.0,70.5,97.2
